Generating contour dataset: liber-antiphons
Contours of antiphons from the Liber Usualis in GregoBaseCorpus v0.3
NumExpr defaulting to 4 threads.
Number of chants in the liber usualis: 2156
Number of antiphons: 3818
Number of antiphons in the Liber Usualis: 1036
Extracted 03 contours from 02671.gabc
Extracted 03 contours from 02672.gabc
Extracted 10 contours from 02673.gabc
Extracted 04 contours from 02674.gabc
Extracted 04 contours from 02675.gabc
Extracted 04 contours from 02676.gabc
Extracted 04 contours from 02677.gabc
Extracted 04 contours from 02678.gabc
Extracted 06 contours from 02679.gabc
Extracted 07 contours from 02680.gabc
Extracted 05 contours from 02681.gabc
Extracted 05 contours from 02682.gabc
Extracted 02 contours from 02683.gabc
Extracted 11 contours from 02684.gabc
Extracted 04 contours from 02686.gabc
Extracted 04 contours from 02687.gabc
Extracted 07 contours from 02688.gabc
Extracted 05 contours from 02689.gabc
Extracted 04 contours from 02690.gabc
Extracted 04 contours from 02691.gabc
Extracted 07 contours from 02692.gabc
Extracted 03 contours from 02693.gabc
Extracted 02 contours from 02694.gabc
Extracted 04 contours from 02695.gabc
Extracted 03 contours from 02696.gabc
Extracted 04 contours from 02697.gabc
Extracted 02 contours from 02699.gabc
Extracted 04 contours from 02700.gabc
Extracted 04 contours from 02701.gabc
Extracted 02 contours from 02703.gabc
Extracted 05 contours from 02704.gabc
Extracted 04 contours from 02705.gabc
Extracted 04 contours from 02706.gabc
Extracted 02 contours from 02708.gabc
Extracted 03 contours from 02709.gabc
Extracted 06 contours from 02711.gabc
Extracted 04 contours from 02712.gabc
Extracted 04 contours from 02713.gabc
Extracted 08 contours from 02714.gabc
Extracted 27 contours from 02715.gabc
Extracted 04 contours from 02716.gabc
Extracted 04 contours from 02717.gabc
Extracted 04 contours from 02718.gabc
Extracted 03 contours from 02720.gabc
Extracted 03 contours from 02722.gabc
Extracted 04 contours from 02723.gabc
Extracted 04 contours from 02724.gabc
Extracted 04 contours from 02725.gabc
Extracted 04 contours from 02727.gabc
Extracted 05 contours from 02728.gabc
Extracted 02 contours from 02729.gabc
Extracted 06 contours from 02730.gabc
Extracted 04 contours from 02731.gabc
Extracted 03 contours from 02732.gabc
Extracted 03 contours from 02733.gabc
Extracted 02 contours from 02734.gabc
Extracted 03 contours from 02735.gabc
Extracted 04 contours from 02736.gabc
Extracted 04 contours from 02737.gabc
Extracted 03 contours from 02738.gabc
Extracted 04 contours from 02739.gabc
Extracted 04 contours from 02740.gabc
Extracted 02 contours from 02741.gabc
Extracted 04 contours from 02742.gabc
Extracted 04 contours from 02743.gabc
Extracted 04 contours from 02744.gabc
Extracted 05 contours from 02745.gabc
Extracted 03 contours from 02746.gabc
Extracted 04 contours from 02747.gabc
Extracted 05 contours from 02748.gabc
Extracted 08 contours from 02750.gabc
Extracted 02 contours from 02751.gabc
Extracted 04 contours from 02752.gabc
Extracted 03 contours from 02753.gabc
Extracted 09 contours from 02754.gabc
Extracted 02 contours from 02755.gabc
Extracted 04 contours from 02756.gabc
Extracted 04 contours from 02757.gabc
Extracted 04 contours from 02758.gabc
Extracted 10 contours from 02759.gabc
Extracted 03 contours from 02762.gabc
Extracted 05 contours from 02763.gabc
Extracted 03 contours from 02765.gabc
Extracted 02 contours from 02766.gabc
Extracted 03 contours from 02767.gabc
Extracted 07 contours from 02768.gabc
Extracted 03 contours from 02769.gabc
Extracted 04 contours from 02772.gabc
Extracted 04 contours from 02773.gabc
Extracted 04 contours from 02774.gabc
Extracted 04 contours from 02775.gabc
Extracted 05 contours from 02776.gabc
Extracted 07 contours from 02777.gabc
Extracted 06 contours from 02778.gabc
Extracted 02 contours from 02779.gabc
Extracted 04 contours from 02780.gabc
Extracted 05 contours from 02782.gabc
Extracted 03 contours from 02783.gabc
Extracted 04 contours from 02784.gabc
Extracted 07 contours from 02785.gabc
Extracted 04 contours from 02786.gabc
Extracted 04 contours from 02787.gabc
Extracted 04 contours from 02788.gabc
Extracted 05 contours from 02791.gabc
Extracted 04 contours from 02792.gabc
Extracted 04 contours from 02793.gabc
Extracted 08 contours from 02794.gabc
Extracted 04 contours from 02795.gabc
Extracted 09 contours from 02796.gabc
Extracted 02 contours from 02797.gabc
Extracted 04 contours from 02798.gabc
Extracted 02 contours from 02799.gabc
Extracted 04 contours from 02800.gabc
Extracted 04 contours from 02801.gabc
Extracted 07 contours from 02802.gabc
Extracted 02 contours from 02803.gabc
Extracted 03 contours from 02804.gabc
Extracted 04 contours from 02805.gabc
Extracted 04 contours from 02806.gabc
Extracted 07 contours from 02808.gabc
Extracted 04 contours from 02810.gabc
Extracted 02 contours from 02811.gabc
Extracted 05 contours from 02812.gabc
Extracted 06 contours from 02813.gabc
Extracted 14 contours from 02814.gabc
Extracted 04 contours from 02815.gabc
Extracted 05 contours from 02817.gabc
Extracted 05 contours from 02818.gabc
Extracted 04 contours from 02819.gabc
Extracted 03 contours from 02821.gabc
Extracted 02 contours from 02822.gabc
Extracted 04 contours from 02823.gabc
Extracted 03 contours from 02824.gabc
Extracted 03 contours from 02825.gabc
Extracted 10 contours from 02826.gabc
Extracted 04 contours from 02827.gabc
Extracted 03 contours from 02830.gabc
Extracted 05 contours from 02831.gabc
Extracted 08 contours from 02833.gabc
Extracted 05 contours from 02834.gabc
Extracted 03 contours from 02835.gabc
Extracted 06 contours from 02836.gabc
Extracted 07 contours from 02837.gabc
Extracted 04 contours from 02838.gabc
Extracted 06 contours from 02840.gabc
Extracted 04 contours from 02841.gabc
Extracted 04 contours from 02842.gabc
Extracted 04 contours from 02843.gabc
Extracted 05 contours from 02844.gabc
Extracted 04 contours from 02845.gabc
Extracted 03 contours from 02846.gabc
Extracted 04 contours from 02848.gabc
Extracted 04 contours from 02852.gabc
Extracted 06 contours from 02853.gabc
Extracted 06 contours from 02854.gabc
Extracted 04 contours from 02855.gabc
Extracted 03 contours from 02857.gabc
Extracted 05 contours from 02858.gabc
Extracted 05 contours from 02859.gabc
Extracted 04 contours from 02860.gabc
Extracted 04 contours from 02861.gabc
Extracted 04 contours from 02862.gabc
Extracted 03 contours from 02863.gabc
Extracted 05 contours from 02864.gabc
Extracted 04 contours from 02865.gabc
Skipping 02866: 
Extracted 04 contours from 02867.gabc
Extracted 04 contours from 02868.gabc
Extracted 04 contours from 02869.gabc
Extracted 04 contours from 02870.gabc
Extracted 02 contours from 02871.gabc
Extracted 03 contours from 02872.gabc
Extracted 03 contours from 02873.gabc
Extracted 03 contours from 02874.gabc
Extracted 04 contours from 02875.gabc
Extracted 06 contours from 02876.gabc
Extracted 11 contours from 02877.gabc
Extracted 04 contours from 02879.gabc
Extracted 04 contours from 02880.gabc
Extracted 10 contours from 02881.gabc
Extracted 02 contours from 02882.gabc
Extracted 04 contours from 02883.gabc
Extracted 05 contours from 02884.gabc
Extracted 08 contours from 02887.gabc
Extracted 08 contours from 02890.gabc
Extracted 04 contours from 02891.gabc
Extracted 05 contours from 02892.gabc
Extracted 04 contours from 02893.gabc
Extracted 07 contours from 02894.gabc
Extracted 05 contours from 02896.gabc
Extracted 13 contours from 02897.gabc
Extracted 02 contours from 02898.gabc
Extracted 07 contours from 02899.gabc
Extracted 03 contours from 02900.gabc
Extracted 11 contours from 02904.gabc
Extracted 02 contours from 02905.gabc
Extracted 03 contours from 02906.gabc
Extracted 11 contours from 02907.gabc
Extracted 02 contours from 02908.gabc
Extracted 05 contours from 02909.gabc
Extracted 05 contours from 02910.gabc
Extracted 05 contours from 02911.gabc
Extracted 04 contours from 02912.gabc
Extracted 05 contours from 02913.gabc
Extracted 11 contours from 02914.gabc
Extracted 02 contours from 02915.gabc
Extracted 09 contours from 02916.gabc
Extracted 04 contours from 02917.gabc
Extracted 03 contours from 02918.gabc
Extracted 05 contours from 02919.gabc
Extracted 04 contours from 02921.gabc
Extracted 03 contours from 02922.gabc
Extracted 05 contours from 02924.gabc
Extracted 04 contours from 02925.gabc
Extracted 07 contours from 02927.gabc
Extracted 04 contours from 02928.gabc
Extracted 04 contours from 02929.gabc
Extracted 03 contours from 02930.gabc
Extracted 03 contours from 02931.gabc
Extracted 07 contours from 02933.gabc
Extracted 07 contours from 02935.gabc
Extracted 05 contours from 02937.gabc
Extracted 02 contours from 02938.gabc
Extracted 04 contours from 02939.gabc
Extracted 04 contours from 02940.gabc
Extracted 08 contours from 02941.gabc
Extracted 04 contours from 02942.gabc
Extracted 04 contours from 02943.gabc
Extracted 03 contours from 02944.gabc
Extracted 04 contours from 02945.gabc
Extracted 04 contours from 02946.gabc
Extracted 04 contours from 02947.gabc
Extracted 05 contours from 02950.gabc
Extracted 04 contours from 02951.gabc
Extracted 02 contours from 02953.gabc
Extracted 04 contours from 02954.gabc
Extracted 08 contours from 02955.gabc
Extracted 06 contours from 02956.gabc
Extracted 05 contours from 02957.gabc
Extracted 03 contours from 02959.gabc
Extracted 07 contours from 02960.gabc
Extracted 02 contours from 02961.gabc
Extracted 04 contours from 02962.gabc
Extracted 05 contours from 02963.gabc
Extracted 04 contours from 02965.gabc
Extracted 04 contours from 02966.gabc
Extracted 03 contours from 02967.gabc
Extracted 05 contours from 02968.gabc
Extracted 04 contours from 02969.gabc
Extracted 05 contours from 02970.gabc
Extracted 06 contours from 02971.gabc
Extracted 02 contours from 02972.gabc
Extracted 06 contours from 02973.gabc
Extracted 04 contours from 02974.gabc
Extracted 05 contours from 02996.gabc
Extracted 03 contours from 02997.gabc
Extracted 02 contours from 03000.gabc
Extracted 05 contours from 03002.gabc
Extracted 04 contours from 03003.gabc
Extracted 02 contours from 03004.gabc
Extracted 05 contours from 03005.gabc
Extracted 04 contours from 03006.gabc
Extracted 05 contours from 03007.gabc
Extracted 05 contours from 03011.gabc
Extracted 12 contours from 03017.gabc
Extracted 23 contours from 03038.gabc
Extracted 02 contours from 04499.gabc
Extracted 08 contours from 07450.gabc
Extracted 05 contours from 08153.gabc
Extracted 03 contours from 08154.gabc
Extracted 04 contours from 08155.gabc
Extracted 03 contours from 08156.gabc
Extracted 04 contours from 08157.gabc
Extracted 08 contours from 08158.gabc
Extracted 05 contours from 08159.gabc
Extracted 06 contours from 08220.gabc
Extracted 04 contours from 08717.gabc
Stored phrase contours to data/phrase-contours/liber-antiphons-phrase-contours.csv
md5 checksum: 6ab61c21c373bac217ae36c6b919fd6e
Extracting random contours with mean length lamb=10.34...
Extracted 07 contours from 00030.gabc
Extracted 21 contours from 00046.gabc
Extracted 09 contours from 00142.gabc
Extracted 02 contours from 00173.gabc
Extracted 07 contours from 00247.gabc
Extracted 04 contours from 00279.gabc
Extracted 15 contours from 00291.gabc
Extracted 12 contours from 00313.gabc
Extracted 11 contours from 00428.gabc
Extracted 12 contours from 00497.gabc
Extracted 08 contours from 00504.gabc
Extracted 08 contours from 00517.gabc
Extracted 02 contours from 00532.gabc
Extracted 08 contours from 00649.gabc
Extracted 09 contours from 00736.gabc
Extracted 04 contours from 00770.gabc
Extracted 02 contours from 00905.gabc
Extracted 04 contours from 00935.gabc
Extracted 07 contours from 00940.gabc
Extracted 20 contours from 00958.gabc
Extracted 23 contours from 01013.gabc
Extracted 20 contours from 01051.gabc
Extracted 00 contours from 01068.gabc
Extracted 07 contours from 01092.gabc
Extracted 06 contours from 01155.gabc
Extracted 13 contours from 01208.gabc
Extracted 07 contours from 01215.gabc
Extracted 02 contours from 01238.gabc
Extracted 04 contours from 01242.gabc
Extracted 06 contours from 01252.gabc
Extracted 22 contours from 01311.gabc
Extracted 07 contours from 01312.gabc
Extracted 05 contours from 01335.gabc
Extracted 02 contours from 01358.gabc
Extracted 03 contours from 01820.gabc
Extracted 03 contours from 01821.gabc
Extracted 05 contours from 01822.gabc
Extracted 05 contours from 01823.gabc
Extracted 02 contours from 01824.gabc
Extracted 02 contours from 01826.gabc
Extracted 01 contours from 01827.gabc
Extracted 03 contours from 01828.gabc
Extracted 01 contours from 01829.gabc
Extracted 01 contours from 01831.gabc
Extracted 02 contours from 01832.gabc
Extracted 06 contours from 01833.gabc
Extracted 07 contours from 01834.gabc
Extracted 02 contours from 01835.gabc
Extracted 06 contours from 01838.gabc
Extracted 04 contours from 01839.gabc
Extracted 02 contours from 01840.gabc
Extracted 02 contours from 01842.gabc
Extracted 06 contours from 01844.gabc
Extracted 01 contours from 01846.gabc
Extracted 05 contours from 01847.gabc
Extracted 00 contours from 01848.gabc
Extracted 03 contours from 01849.gabc
Extracted 05 contours from 01850.gabc
Extracted 07 contours from 01851.gabc
Extracted 08 contours from 01852.gabc
Extracted 01 contours from 01853.gabc
Extracted 01 contours from 01854.gabc
Extracted 00 contours from 01855.gabc
Extracted 03 contours from 01856.gabc
Extracted 03 contours from 01857.gabc
Extracted 04 contours from 01858.gabc
Extracted 02 contours from 01859.gabc
Extracted 01 contours from 01861.gabc
Extracted 20 contours from 01862.gabc
Extracted 03 contours from 01863.gabc
Extracted 01 contours from 01864.gabc
Extracted 04 contours from 01865.gabc
Extracted 01 contours from 01866.gabc
Extracted 01 contours from 01867.gabc
Extracted 04 contours from 01868.gabc
Extracted 07 contours from 01869.gabc
Extracted 01 contours from 01870.gabc
Extracted 07 contours from 01871.gabc
Extracted 01 contours from 01872.gabc
Extracted 00 contours from 01873.gabc
Extracted 01 contours from 01874.gabc
Extracted 00 contours from 01875.gabc
Extracted 03 contours from 01876.gabc
Extracted 02 contours from 01877.gabc
Extracted 02 contours from 01878.gabc
Extracted 02 contours from 01879.gabc
Extracted 01 contours from 01880.gabc
Extracted 03 contours from 01881.gabc
Extracted 02 contours from 01882.gabc
Extracted 05 contours from 01883.gabc
Extracted 01 contours from 01884.gabc
Extracted 06 contours from 01885.gabc
Extracted 02 contours from 01886.gabc
Extracted 01 contours from 01887.gabc
Extracted 02 contours from 01888.gabc
Extracted 03 contours from 01889.gabc
Extracted 02 contours from 01890.gabc
Extracted 01 contours from 01891.gabc
Extracted 03 contours from 01892.gabc
Extracted 02 contours from 01893.gabc
Extracted 00 contours from 01894.gabc
Extracted 04 contours from 01895.gabc
Extracted 01 contours from 01896.gabc
Extracted 00 contours from 01897.gabc
Extracted 02 contours from 01898.gabc
Extracted 00 contours from 01899.gabc
Extracted 02 contours from 01901.gabc
Extracted 04 contours from 01902.gabc
Extracted 04 contours from 01903.gabc
Extracted 02 contours from 01904.gabc
Extracted 02 contours from 01906.gabc
Extracted 20 contours from 01907.gabc
Extracted 05 contours from 01908.gabc
Extracted 00 contours from 01909.gabc
Extracted 04 contours from 01910.gabc
Extracted 07 contours from 01912.gabc
Extracted 01 contours from 01914.gabc
Extracted 04 contours from 01915.gabc
Extracted 07 contours from 01916.gabc
Extracted 11 contours from 01918.gabc
Extracted 11 contours from 01920.gabc
Extracted 02 contours from 01921.gabc
Extracted 01 contours from 01922.gabc
Extracted 03 contours from 01923.gabc
Extracted 00 contours from 01925.gabc
Extracted 02 contours from 01926.gabc
Extracted 05 contours from 01927.gabc
Extracted 06 contours from 01928.gabc
Extracted 06 contours from 01929.gabc
Extracted 02 contours from 01930.gabc
Extracted 06 contours from 01931.gabc
Extracted 06 contours from 01932.gabc
Extracted 06 contours from 01933.gabc
Extracted 07 contours from 01934.gabc
Extracted 04 contours from 01935.gabc
Extracted 02 contours from 01936.gabc
Extracted 01 contours from 01937.gabc
Extracted 00 contours from 01938.gabc
Extracted 05 contours from 01939.gabc
Extracted 05 contours from 01940.gabc
Extracted 01 contours from 01941.gabc
Extracted 00 contours from 01942.gabc
Extracted 02 contours from 01943.gabc
Extracted 01 contours from 01944.gabc
Extracted 01 contours from 01945.gabc
Extracted 04 contours from 01946.gabc
Extracted 03 contours from 01947.gabc
Extracted 02 contours from 01948.gabc
Extracted 02 contours from 01949.gabc
Extracted 00 contours from 01950.gabc
Extracted 00 contours from 01951.gabc
Extracted 04 contours from 01952.gabc
Extracted 03 contours from 01953.gabc
Extracted 04 contours from 01954.gabc
Extracted 04 contours from 01955.gabc
Extracted 04 contours from 01956.gabc
Extracted 01 contours from 01957.gabc
Extracted 07 contours from 01958.gabc
Extracted 04 contours from 01959.gabc
Extracted 01 contours from 01960.gabc
Extracted 03 contours from 01961.gabc
Extracted 02 contours from 01962.gabc
Extracted 03 contours from 01965.gabc
Extracted 02 contours from 01966.gabc
Extracted 02 contours from 01967.gabc
Extracted 05 contours from 01968.gabc
Extracted 00 contours from 01969.gabc
Extracted 06 contours from 01970.gabc
Extracted 01 contours from 01971.gabc
Extracted 02 contours from 01972.gabc
Extracted 02 contours from 01973.gabc
Extracted 03 contours from 01974.gabc
Extracted 04 contours from 01975.gabc
Extracted 12 contours from 01976.gabc
Extracted 05 contours from 01977.gabc
Extracted 05 contours from 01979.gabc
Extracted 02 contours from 01980.gabc
Extracted 03 contours from 01981.gabc
Extracted 03 contours from 01982.gabc
Extracted 07 contours from 01983.gabc
Extracted 02 contours from 01984.gabc
Extracted 10 contours from 01985.gabc
Extracted 05 contours from 01987.gabc
Extracted 00 contours from 01989.gabc
Extracted 01 contours from 01990.gabc
Extracted 15 contours from 01991.gabc
Extracted 02 contours from 01992.gabc
Extracted 06 contours from 01993.gabc
Extracted 03 contours from 01994.gabc
Extracted 04 contours from 01995.gabc
Extracted 02 contours from 01996.gabc
Extracted 02 contours from 01997.gabc
Extracted 02 contours from 01998.gabc
Extracted 06 contours from 01999.gabc
Extracted 03 contours from 02000.gabc
Extracted 02 contours from 02001.gabc
Extracted 02 contours from 02002.gabc
Extracted 02 contours from 02004.gabc
Extracted 03 contours from 02005.gabc
Extracted 03 contours from 02007.gabc
Extracted 06 contours from 02008.gabc
Extracted 02 contours from 02009.gabc
Extracted 04 contours from 02010.gabc
Extracted 00 contours from 02011.gabc
Extracted 05 contours from 02012.gabc
Extracted 02 contours from 02013.gabc
Extracted 01 contours from 02015.gabc
Extracted 02 contours from 02016.gabc
Extracted 03 contours from 02017.gabc
Extracted 03 contours from 02019.gabc
Extracted 01 contours from 02020.gabc
Extracted 01 contours from 02022.gabc
Extracted 03 contours from 02023.gabc
Extracted 01 contours from 02025.gabc
Extracted 03 contours from 02027.gabc
Extracted 04 contours from 02029.gabc
Extracted 03 contours from 02030.gabc
Extracted 01 contours from 02031.gabc
Extracted 01 contours from 02032.gabc
Extracted 01 contours from 02033.gabc
Extracted 03 contours from 02034.gabc
Extracted 02 contours from 02035.gabc
Extracted 01 contours from 02036.gabc
Extracted 00 contours from 02037.gabc
Extracted 01 contours from 02038.gabc
Extracted 03 contours from 02039.gabc
Extracted 00 contours from 02040.gabc
Extracted 02 contours from 02041.gabc
Extracted 01 contours from 02042.gabc
Extracted 05 contours from 02043.gabc
Extracted 01 contours from 02045.gabc
Extracted 01 contours from 02046.gabc
Extracted 06 contours from 02047.gabc
Extracted 01 contours from 02048.gabc
Extracted 02 contours from 02049.gabc
Extracted 02 contours from 02050.gabc
Extracted 01 contours from 02051.gabc
Extracted 06 contours from 02052.gabc
Extracted 04 contours from 02053.gabc
Extracted 05 contours from 02054.gabc
Extracted 01 contours from 02055.gabc
Extracted 03 contours from 02056.gabc
Extracted 04 contours from 02057.gabc
Extracted 03 contours from 02058.gabc
Extracted 07 contours from 02059.gabc
Extracted 06 contours from 02061.gabc
Extracted 03 contours from 02062.gabc
Extracted 05 contours from 02063.gabc
Extracted 06 contours from 02064.gabc
Extracted 03 contours from 02065.gabc
Extracted 02 contours from 02066.gabc
Extracted 00 contours from 02069.gabc
Extracted 02 contours from 02071.gabc
Extracted 02 contours from 02072.gabc
Extracted 08 contours from 02073.gabc
Extracted 01 contours from 02074.gabc
Extracted 02 contours from 02078.gabc
Extracted 03 contours from 02079.gabc
Extracted 03 contours from 02080.gabc
Extracted 00 contours from 02081.gabc
Extracted 06 contours from 02082.gabc
Extracted 03 contours from 02083.gabc
Extracted 05 contours from 02087.gabc
Extracted 02 contours from 02088.gabc
Extracted 00 contours from 02090.gabc
Extracted 04 contours from 02093.gabc
Extracted 01 contours from 02094.gabc
Extracted 00 contours from 02096.gabc
Extracted 02 contours from 02097.gabc
Extracted 03 contours from 02098.gabc
Extracted 01 contours from 02099.gabc
Extracted 07 contours from 02100.gabc
Extracted 17 contours from 02101.gabc
Extracted 02 contours from 02102.gabc
Extracted 02 contours from 02103.gabc
Extracted 01 contours from 02104.gabc
Extracted 02 contours from 02105.gabc
Extracted 04 contours from 02106.gabc
Extracted 01 contours from 02108.gabc
Extracted 03 contours from 02109.gabc
Extracted 05 contours from 02110.gabc
Extracted 05 contours from 02112.gabc
Extracted 01 contours from 02113.gabc
Extracted 01 contours from 02115.gabc
Skipping 02116: File not found or no such format found for: /Users/bas/repos/papers/ISMIR2021/datasets/gregobase/gabc/02116.gabc
Extracted 01 contours from 02117.gabc
Extracted 02 contours from 02119.gabc
Extracted 02 contours from 02121.gabc
Extracted 01 contours from 02122.gabc
Extracted 03 contours from 02123.gabc
Extracted 01 contours from 02124.gabc
Extracted 01 contours from 02125.gabc
Extracted 03 contours from 02127.gabc
Extracted 09 contours from 02128.gabc
Extracted 02 contours from 02130.gabc
Extracted 02 contours from 02131.gabc
Extracted 02 contours from 02132.gabc
Extracted 05 contours from 02133.gabc
Extracted 02 contours from 02136.gabc
Extracted 01 contours from 02137.gabc
Extracted 02 contours from 02138.gabc
Extracted 06 contours from 02139.gabc
Extracted 04 contours from 02140.gabc
Extracted 02 contours from 02141.gabc
Extracted 02 contours from 02142.gabc
Extracted 03 contours from 02144.gabc
Extracted 03 contours from 02145.gabc
Extracted 04 contours from 02146.gabc
Extracted 01 contours from 02147.gabc
Extracted 03 contours from 02148.gabc
Extracted 04 contours from 02149.gabc
Extracted 05 contours from 02150.gabc
Extracted 02 contours from 02151.gabc
Extracted 04 contours from 02152.gabc
Extracted 04 contours from 02153.gabc
Extracted 04 contours from 02154.gabc
Extracted 04 contours from 02155.gabc
Extracted 07 contours from 02156.gabc
Extracted 01 contours from 02157.gabc
Extracted 03 contours from 02158.gabc
Extracted 11 contours from 02159.gabc
Extracted 01 contours from 02160.gabc
Extracted 03 contours from 02161.gabc
Extracted 07 contours from 02162.gabc
Extracted 02 contours from 02164.gabc
Extracted 01 contours from 02165.gabc
Extracted 02 contours from 02167.gabc
Extracted 03 contours from 02168.gabc
Extracted 06 contours from 02169.gabc
Extracted 02 contours from 02170.gabc
Extracted 04 contours from 02171.gabc
Extracted 17 contours from 02172.gabc
Extracted 03 contours from 02173.gabc
Extracted 05 contours from 02174.gabc
Extracted 11 contours from 02175.gabc
Extracted 03 contours from 02177.gabc
Extracted 02 contours from 02178.gabc
Extracted 01 contours from 02179.gabc
Extracted 02 contours from 02180.gabc
Extracted 04 contours from 02181.gabc
Extracted 03 contours from 02182.gabc
Extracted 06 contours from 02183.gabc
Extracted 04 contours from 02184.gabc
Extracted 01 contours from 02185.gabc
Extracted 03 contours from 02186.gabc
Extracted 00 contours from 02187.gabc
Extracted 04 contours from 02188.gabc
Extracted 02 contours from 02189.gabc
Extracted 04 contours from 02190.gabc
Extracted 03 contours from 02192.gabc
Extracted 04 contours from 02193.gabc
Extracted 03 contours from 02195.gabc
Extracted 03 contours from 02196.gabc
Extracted 00 contours from 02197.gabc
Extracted 02 contours from 02198.gabc
Extracted 11 contours from 02199.gabc
Extracted 06 contours from 02201.gabc
Extracted 02 contours from 02202.gabc
Extracted 05 contours from 02203.gabc
Extracted 03 contours from 02204.gabc
Extracted 02 contours from 02205.gabc
Extracted 04 contours from 02206.gabc
Extracted 02 contours from 02207.gabc
Extracted 01 contours from 02210.gabc
Extracted 05 contours from 02211.gabc
Extracted 00 contours from 02212.gabc
Extracted 02 contours from 02213.gabc
Extracted 03 contours from 02214.gabc
Extracted 03 contours from 02215.gabc
Extracted 06 contours from 02216.gabc
Extracted 03 contours from 02217.gabc
Extracted 06 contours from 02218.gabc
Extracted 06 contours from 02219.gabc
Extracted 06 contours from 02220.gabc
Extracted 06 contours from 02221.gabc
Extracted 00 contours from 02222.gabc
Extracted 04 contours from 02223.gabc
Extracted 01 contours from 02225.gabc
Extracted 00 contours from 02226.gabc
Extracted 03 contours from 02228.gabc
Extracted 01 contours from 02229.gabc
Extracted 11 contours from 02230.gabc
Extracted 11 contours from 02233.gabc
Extracted 04 contours from 02234.gabc
Extracted 16 contours from 02238.gabc
Extracted 02 contours from 02240.gabc
Extracted 01 contours from 02241.gabc
Extracted 02 contours from 02243.gabc
Extracted 04 contours from 02244.gabc
Extracted 02 contours from 02245.gabc
Extracted 00 contours from 02246.gabc
Extracted 03 contours from 02247.gabc
Extracted 01 contours from 02248.gabc
Extracted 14 contours from 02249.gabc
Extracted 00 contours from 02250.gabc
Extracted 03 contours from 02251.gabc
Extracted 03 contours from 02252.gabc
Extracted 00 contours from 02253.gabc
Extracted 04 contours from 02255.gabc
Extracted 03 contours from 02256.gabc
Extracted 05 contours from 02257.gabc
Extracted 01 contours from 02258.gabc
Extracted 01 contours from 02259.gabc
Extracted 06 contours from 02260.gabc
Extracted 02 contours from 02262.gabc
Extracted 03 contours from 02263.gabc
Extracted 03 contours from 02264.gabc
Extracted 10 contours from 02265.gabc
Extracted 00 contours from 02266.gabc
Extracted 09 contours from 02267.gabc
Extracted 01 contours from 02268.gabc
Extracted 01 contours from 02270.gabc
Skipping 02271: File not found or no such format found for: /Users/bas/repos/papers/ISMIR2021/datasets/gregobase/gabc/02271.gabc
Extracted 04 contours from 02272.gabc
Extracted 01 contours from 02273.gabc
Extracted 05 contours from 02275.gabc
Extracted 05 contours from 02276.gabc
Extracted 01 contours from 02277.gabc
Extracted 01 contours from 02278.gabc
Extracted 02 contours from 02279.gabc
Extracted 03 contours from 02280.gabc
Extracted 01 contours from 02281.gabc
Extracted 06 contours from 02282.gabc
Extracted 02 contours from 02283.gabc
Extracted 03 contours from 02284.gabc
Extracted 01 contours from 02285.gabc
Extracted 02 contours from 02286.gabc
Extracted 01 contours from 02287.gabc
Extracted 03 contours from 02288.gabc
Extracted 02 contours from 02289.gabc
Extracted 03 contours from 02290.gabc
Extracted 03 contours from 02291.gabc
Extracted 00 contours from 02292.gabc
Extracted 00 contours from 02293.gabc
Extracted 04 contours from 02296.gabc
Extracted 02 contours from 02297.gabc
Extracted 15 contours from 02299.gabc
Extracted 01 contours from 02300.gabc
Extracted 02 contours from 02301.gabc
Extracted 02 contours from 02302.gabc
Extracted 01 contours from 02303.gabc
Extracted 07 contours from 02304.gabc
Extracted 03 contours from 02306.gabc
Extracted 03 contours from 02307.gabc
Extracted 00 contours from 02308.gabc
Extracted 04 contours from 02311.gabc
Extracted 03 contours from 02312.gabc
Extracted 02 contours from 02313.gabc
Extracted 03 contours from 02314.gabc
Extracted 07 contours from 02315.gabc
Extracted 00 contours from 02316.gabc
Extracted 03 contours from 02317.gabc
Extracted 02 contours from 02318.gabc
Extracted 04 contours from 02319.gabc
Extracted 22 contours from 02321.gabc
Extracted 02 contours from 02322.gabc
Extracted 00 contours from 02323.gabc
Extracted 01 contours from 02324.gabc
Extracted 05 contours from 02325.gabc
Extracted 04 contours from 02326.gabc
Extracted 07 contours from 02327.gabc
Extracted 05 contours from 02328.gabc
Extracted 04 contours from 02329.gabc
Extracted 05 contours from 02330.gabc
Extracted 01 contours from 02331.gabc
Extracted 00 contours from 02332.gabc
Extracted 02 contours from 02333.gabc
Extracted 02 contours from 02336.gabc
Extracted 01 contours from 02337.gabc
Extracted 03 contours from 02338.gabc
Extracted 02 contours from 02339.gabc
Extracted 05 contours from 02340.gabc
Extracted 05 contours from 02341.gabc
Extracted 05 contours from 02342.gabc
Extracted 05 contours from 02343.gabc
Extracted 02 contours from 02344.gabc
Extracted 02 contours from 02345.gabc
Extracted 03 contours from 02346.gabc
Extracted 03 contours from 02347.gabc
Extracted 02 contours from 02349.gabc
Extracted 03 contours from 02350.gabc
Extracted 03 contours from 02352.gabc
Extracted 06 contours from 02353.gabc
Extracted 01 contours from 02354.gabc
Extracted 04 contours from 02356.gabc
