,duration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
menominee011,44.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,59.0,59.0,59.0,59.0,59.0,56.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,61.0,61.0,61.0,61.0,59.0,59.0,59.0,59.0,59.0,59.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,51.0,54.0,54.0,54.0,54.0,59.0,59.0,56.0,54.0,54.0,54.0,54.0,54.0,51.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,47.0,47.0,47.0,47.0,47.0,44.0,42.0,42.0,42.0,42.0,42.0,49.0,49.0,49.0,49.0,49.0,47.0,47.0,47.0,47.0,44.0,44.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
menominee012,35.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,57.0,55.0,55.0,55.0,58.0,58.0,58.0,58.0,58.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,55.0,55.0,55.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,55.0,55.0,55.0,58.0,58.0,58.0,58.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,51.0,50.0,50.0,48.0,48.0,48.0,50.0,50.0,50.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,48.0,48.0,48.0,46.0,46.0,41.0,41.0,41.0
menominee013,39.0,52.0,52.0,52.0,52.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,52.0,52.0,57.0,57.0,55.0,55.0,52.0,50.0,50.0,50.0,50.0,50.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,52.0,52.0,52.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,57.0,55.0,55.0,55.0,52.0,50.0,50.0,50.0,50.0,50.0,52.0,50.0,50.0,50.0,47.0,43.0,43.0,43.0,47.0,47.0,47.0,45.0,45.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,50.0,50.0,50.0,52.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
menominee014,37.5,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,57.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,50.0,48.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
menominee015,28.0,60.0,60.0,60.0,60.0,60.0,60.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,55.0,55.0,55.0,57.0,57.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,50.0,50.0,53.0,53.0,53.0,53.0,53.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,55.0,55.0,55.0,57.0,57.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,50.0,50.0,53.0,53.0,53.0,53.0,53.0,50.0,50.0,48.0,48.0,48.0,48.0,48.0,45.0,45.0,48.0,48.0,48.0,48.0,48.0,48.0,45.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,45.0,45.0,45.0,45.0,45.0,45.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
menominee016,36.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,58.0,58.0,58.0,58.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,55.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,50.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,50.0,48.0,48.0,48.0,48.0,48.0,50.0,50.0,48.0,50.0,50.0,48.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
menominee017,31.25,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,54.0,52.0,52.0,49.0,49.0,49.0,47.0,47.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,49.0,47.0,47.0,47.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,44.0,44.0,44.0,44.0,47.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
menominee018,59.5,57.0,57.0,57.0,54.0,52.0,52.0,54.0,52.0,54.0,54.0,52.0,49.0,49.0,52.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,52.0,49.0,49.0,52.0,52.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,52.0,49.0,49.0,52.0,54.0,54.0,52.0,52.0,52.0,52.0,57.0,57.0,57.0,54.0,52.0,57.0,57.0,57.0,54.0,52.0,52.0,54.0,52.0,54.0,52.0,49.0,49.0,49.0,52.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,52.0,49.0,49.0,52.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,52.0,49.0,49.0,52.0,52.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0
menominee019,23.5,50.0,50.0,50.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,55.0,55.0,55.0,55.0,57.0,57.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,55.0,55.0,55.0,55.0,57.0,57.0,59.0,59.0,57.0,57.0,57.0,57.0,55.0,55.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,55.0,55.0,55.0,55.0,55.0,57.0,57.0,59.0,59.0,57.0,57.0,57.0,57.0,55.0,55.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
menominee020,35.5,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,57.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,59.0,59.0,59.0,57.0,57.0,54.0,57.0,57.0,57.0,57.0,57.0,59.0,59.0,59.0,57.0,54.0,54.0,52.0,52.0,52.0,59.0,57.0,55.0,55.0,52.0,52.0,52.0,57.0,55.0,52.0,52.0,52.0,52.0,59.0,59.0,57.0,55.0,55.0,52.0,52.0,52.0,55.0,55.0,52.0,52.0,52.0,52.0,59.0,59.0,57.0,55.0,55.0,52.0,52.0,52.0,55.0,55.0,52.0,52.0,52.0,52.0,59.0,59.0,57.0,55.0,55.0,52.0,52.0,52.0,55.0,55.0,52.0,52.0,52.0,52.0,59.0,59.0,55.0,52.0,52.0
menominee021,35.25,54.0,57.0,57.0,57.0,57.0,57.0,57.0,54.0,54.0,54.0,57.0,57.0,57.0,57.0,57.0,54.0,54.0,52.0,52.0,52.0,52.0,50.0,48.0,48.0,50.0,50.0,50.0,50.0,50.0,57.0,57.0,57.0,54.0,54.0,54.0,52.0,52.0,52.0,54.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,47.0,47.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,47.0,47.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,47.0,47.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
menominee022,16.5,57.0,57.0,57.0,57.0,57.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,50.0,50.0,50.0,50.0,57.0,57.0,57.0,57.0,57.0,52.0,52.0,52.0,52.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
menominee023,30.5,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,58.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,61.0,61.0,61.0,59.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,59.0,59.0,59.0,57.0,54.0,59.0,52.0,52.0,52.0,52.0,52.0,59.0,59.0,59.0,59.0,57.0,54.0,59.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,59.0,59.0,59.0,59.0,57.0,54.0,57.0,52.0,52.0,52.0,52.0,52.0,52.0,56.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,59.0,59.0,59.0,57.0,54.0,59.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
menominee024,35.25,59.0,59.0,59.0,59.0,59.0,59.0,59.0,57.0,55.0,55.0,57.0,55.0,52.0,52.0,52.0,52.0,52.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,57.0,55.0,57.0,57.0,55.0,52.0,52.0,52.0,52.0,57.0,57.0,57.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,47.0,52.0,52.0,52.0,52.0,57.0,57.0,57.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,47.0,52.0,52.0,52.0,52.0,57.0,57.0,57.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,47.0,47.0,52.0,52.0,52.0,52.0,57.0,57.0,57.0,55.0,52.0,52.0,52.0,52.0,52.0,59.0,52.0,52.0,52.0,52.0,52.0,52.0
menominee025,30.25,59.0,59.0,59.0,59.0,54.0,54.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,59.0,59.0,59.0,54.0,54.0,54.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,55.0,55.0,54.0,54.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,59.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
menominee026,42.0,61.0,61.0,61.0,59.0,59.0,54.0,54.0,54.0,61.0,61.0,59.0,59.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,59.0,59.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,59.0,59.0,54.0,54.0,54.0,54.0,54.0,59.0,54.0,54.0,54.0,54.0,54.0,54.0,59.0,59.0,54.0,54.0,54.0,61.0,61.0,61.0,61.0,59.0,59.0,59.0,59.0,59.0,61.0,54.0,54.0,54.0,54.0,54.0,54.0,59.0,59.0,59.0,54.0,54.0,54.0,54.0,59.0,59.0,59.0,54.0,54.0,54.0,54.0,59.0,54.0,54.0,54.0,54.0,54.0,54.0,59.0,59.0,59.0,54.0,54.0,54.0,54.0,54.0
menominee027,29.0,59.0,59.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,59.0,59.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
menominee028,41.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,52.0,52.0,52.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,47.0,47.0,47.0,50.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,50.0,50.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,47.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
menominee029,50.5,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,57.0,57.0,57.0,55.0,55.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,50.0,50.0,50.0,50.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,57.0,57.0,55.0,55.0,55.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,55.0,55.0,55.0,55.0,55.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,57.0,57.0,55.0,55.0,55.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
menominee030,28.0,55.0,55.0,55.0,55.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,60.0,57.0,57.0,60.0,60.0,60.0,60.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,60.0,60.0,60.0,60.0,59.0,59.0,57.0,57.0,60.0,60.0,60.0,62.0,62.0,60.0,60.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
menominee031,40.0,64.0,64.0,64.0,64.0,64.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,59.0,57.0,53.0,53.0,53.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,52.0,52.0,52.0,52.0,52.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,64.0,64.0,64.0,64.0,64.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,59.0,57.0,53.0,53.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,52.0,52.0,52.0,52.0,52.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
menominee032,23.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,58.0,58.0,58.0,56.0,56.0,55.0,55.0,53.0,53.0,51.0,51.0,53.0,53.0,51.0,51.0,51.0,51.0,51.0,48.0,48.0,48.0,48.0,51.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,53.0,51.0,51.0,48.0,48.0,46.0,46.0,46.0,46.0,48.0,48.0,48.0,48.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0,51.0,51.0,48.0,48.0,48.0,48.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,51.0,51.0,51.0,51.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
menominee033,20.5,59.0,59.0,59.0,57.0,56.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,52.0,49.0,47.0,47.0,47.0,47.0,47.0,47.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,52.0,52.0,47.0,47.0,47.0,47.0,47.0,52.0,52.0,52.0,49.0,47.0,47.0,47.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,49.0,47.0,49.0,49.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
