,duration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
sioux011,30.0,67.0,67.0,67.0,67.0,67.0,67.0,65.0,65.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,65.0,65.0,65.0,65.0,63.0,65.0,63.0,63.0,63.0,63.0,63.0,60.0,63.0,59.0,59.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,55.0,58.0,58.0,58.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,63.0,63.0,63.0,63.0,63.0,63.0,67.0,63.0,63.0,63.0,63.0,63.0,60.0,63.0,59.0,59.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,55.0,58.0,58.0,58.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
sioux012,73.0,66.0,66.0,66.0,66.0,62.0,62.0,62.0,59.0,59.0,62.0,62.0,59.0,59.0,59.0,59.0,66.0,66.0,66.0,66.0,62.0,62.0,62.0,59.0,59.0,62.0,62.0,66.0,66.0,62.0,62.0,66.0,62.0,59.0,59.0,54.0,54.0,54.0,54.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,59.0,62.0,62.0,62.0,64.0,62.0,62.0,62.0,62.0,59.0,59.0,66.0,62.0,62.0,62.0,62.0,62.0,59.0,59.0,54.0,54.0,54.0,54.0,50.0,54.0,54.0,54.0,54.0,54.0,52.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
sioux013,119.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,57.0,54.0,54.0,59.0,59.0,59.0,59.0,59.0,59.0,57.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,59.0,59.0,59.0,59.0,61.0,59.0,57.0,57.0,54.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,49.0,49.0,49.0,49.0,49.0,49.0,47.0,47.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,47.0,47.0,47.0,47.0,47.0,49.0,47.0,47.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.0,42.0,42.0,42.0,42.0
sioux014,40.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,67.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,62.0,66.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,59.0,59.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,54.0,54.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
sioux015,55.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,63.0,63.0,63.0,63.0,63.0,65.0,65.0,65.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,61.0,58.0,58.0,61.0,58.0,58.0,58.0,58.0,58.0,58.0,61.0,61.0,61.0,61.0,61.0,61.0,58.0,61.0,61.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,61.0,61.0,58.0,61.0,61.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,61.0,61.0,61.0,63.0,61.0,61.0,58.0,61.0,61.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
sioux016,65.5,68.0,68.0,68.0,68.0,68.0,68.0,66.0,64.0,64.0,64.0,61.0,61.0,61.0,61.0,61.0,61.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,64.0,64.0,64.0,64.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,56.0,56.0,56.0,56.0,56.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,66.0,66.0,66.0,66.0,64.0,64.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,56.0,56.0,56.0,56.0,56.0,56.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0
sioux017,42.5,64.0,64.0,64.0,64.0,64.0,60.0,64.0,64.0,64.0,64.0,60.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,60.0,59.0,59.0,59.0,57.0,55.0,59.0,59.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,60.0,60.0,57.0,57.0,57.0,57.0,57.0,57.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,45.0,52.0,52.0,52.0,52.0,48.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
sioux018,46.5,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,64.0,64.0,64.0,64.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,59.0,59.0,59.0,59.0,59.0,57.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,62.0,62.0,59.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,54.0,54.0,59.0,59.0,59.0,59.0,59.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
sioux019,124.0,67.0,65.0,65.0,65.0,67.0,60.0,60.0,60.0,62.0,62.0,58.0,53.0,55.0,53.0,53.0,53.0,53.0,54.0,54.0,53.0,54.0,53.0,50.0,50.0,50.0,50.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,60.0,60.0,60.0,60.0,60.0,58.0,60.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,53.0,50.0,50.0,50.0,53.0,53.0,53.0,50.0,55.0,53.0,53.0,53.0,53.0,65.0,65.0,65.0,65.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,53.0,55.0,53.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,50.0,50.0,50.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0
sioux020,27.0,65.0,65.0,65.0,65.0,65.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,65.0,62.0,62.0,62.0,62.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,64.0,64.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,64.0,62.0,62.0,62.0,62.0,57.0,57.0,57.0,62.0,57.0,57.0,57.0,55.0,55.0,55.0,55.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,52.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,50.0,50.0,52.0,50.0,48.0,48.0,52.0,50.0,50.0,50.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
sioux021,111.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,60.0,63.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0,63.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,56.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,58.0,60.0,58.0,58.0,58.0,58.0,58.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,49.0,49.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
sioux022,56.0,69.0,69.0,71.0,71.0,69.0,67.0,64.0,64.0,64.0,69.0,69.0,69.0,67.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,64.0,64.0,64.0,67.0,67.0,69.0,67.0,64.0,64.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,69.0,69.0,69.0,69.0,69.0,69.0,67.0,67.0,67.0,64.0,64.0,64.0,69.0,69.0,69.0,69.0,69.0,69.0,67.0,64.0,64.0,64.0,64.0,67.0,67.0,67.0,64.0,64.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,65.0,64.0,64.0,63.0,63.0,63.0,59.0,59.0,59.0,59.0,59.0,59.0
sioux023,35.0,65.0,65.0,65.0,65.0,60.0,60.0,63.0,63.0,63.0,63.0,60.0,60.0,60.0,60.0,60.0,65.0,65.0,65.0,60.0,60.0,63.0,60.0,60.0,63.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,53.0,51.0,48.0,48.0,48.0,48.0,53.0,53.0,51.0,51.0,51.0,51.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,60.0,65.0,65.0,65.0,65.0,63.0,60.0,60.0,60.0,65.0,63.0,60.0,60.0,60.0,55.0,55.0,55.0,55.0,58.0,55.0,53.0,55.0,53.0,51.0,51.0,51.0,53.0,51.0,53.0,53.0,51.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
sioux024,31.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,60.0,60.0,63.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,56.0,56.0,56.0,53.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,51.0,48.0,48.0,48.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,51.0,51.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
sioux025,23.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,68.0,66.0,66.0,66.0,66.0,63.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,58.0,58.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,63.0,61.0,61.0,61.0,61.0,58.0,58.0,58.0,58.0,58.0,56.0,56.0,56.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,56.0,54.0,54.0,54.0,54.0,54.0,51.0,51.0,51.0,51.0,51.0,49.0,49.0,46.0,46.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,51.0,49.0,49.0,49.0,49.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
sioux026,45.5,64.0,64.0,64.0,64.0,64.0,62.0,62.0,62.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,64.0,64.0,64.0,62.0,62.0,62.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,57.0,57.0,57.0,53.0,53.0,52.0,52.0,52.0,50.0,50.0,50.0,50.0,52.0,50.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,57.0,57.0,62.0,64.0,64.0,64.0,64.0,64.0,62.0,62.0,57.0,57.0,57.0,57.0,57.0,62.0,57.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0,53.0,53.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,52.0,50.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
sioux027,44.5,66.0,66.0,66.0,66.0,66.0,64.0,62.0,62.0,59.0,62.0,62.0,62.0,62.0,66.0,64.0,62.0,62.0,59.0,62.0,62.0,62.0,62.0,62.0,62.0,57.0,57.0,54.0,57.0,57.0,57.0,57.0,59.0,59.0,57.0,57.0,54.0,57.0,54.0,54.0,54.0,54.0,54.0,55.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,62.0,62.0,62.0,62.0,62.0,66.0,66.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,62.0,59.0,62.0,62.0,59.0,57.0,57.0,57.0,57.0,57.0,62.0,59.0,57.0,57.0,57.0,57.0,57.0,54.0,54.0,54.0,54.0,55.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
sioux028,57.0,67.0,67.0,67.0,64.0,64.0,64.0,64.0,64.0,59.0,59.0,59.0,66.0,66.0,64.0,64.0,64.0,66.0,64.0,59.0,59.0,59.0,59.0,59.0,59.0,57.0,57.0,55.0,57.0,57.0,55.0,55.0,52.0,55.0,55.0,52.0,52.0,52.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,59.0,59.0,64.0,64.0,59.0,59.0,59.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,55.0,55.0,55.0,52.0,52.0,47.0,52.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,59.0,59.0,64.0,59.0,59.0,57.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
sioux029,28.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,61.0,61.0,61.0,61.0,61.0,59.0,59.0,59.0,59.0,59.0,61.0,61.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,61.0,59.0,61.0,57.0,57.0,57.0,57.0,57.0,57.0,54.0,54.0,54.0,54.0,54.0,57.0,57.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,49.0,49.0,52.0,52.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,49.0,49.0,49.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
sioux030,36.0,69.0,69.0,69.0,69.0,66.0,66.0,66.0,64.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,59.0,59.0,62.0,62.0,62.0,66.0,66.0,66.0,64.0,64.0,64.0,62.0,62.0,62.0,59.0,59.0,59.0,57.0,57.0,54.0,54.0,54.0,52.0,50.0,54.0,54.0,54.0,57.0,57.0,57.0,54.0,54.0,54.0,52.0,50.0,52.0,50.0,50.0,49.0,50.0,50.0,49.0,50.0,62.0,62.0,62.0,66.0,66.0,66.0,64.0,64.0,64.0,62.0,62.0,62.0,59.0,59.0,59.0,57.0,57.0,54.0,54.0,54.0,52.0,52.0,54.0,54.0,54.0,57.0,57.0,57.0,54.0,54.0,54.0,52.0,52.0,52.0,50.0,50.0,50.0,49.0,49.0,50.0,50.0,50.0
sioux031,24.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,60.0,60.0,60.0,60.0,59.0,59.0,60.0,60.0,60.0,64.0,60.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,59.0,59.0,59.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,57.0,52.0,52.0,57.0,57.0,57.0,57.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
sioux032,40.0,68.0,68.0,68.0,68.0,68.0,64.0,64.0,64.0,59.0,59.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,66.0,64.0,64.0,68.0,68.0,68.0,68.0,68.0,64.0,64.0,64.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,56.0,54.0,54.0,52.0,52.0,59.0,59.0,59.0,59.0,59.0,61.0,59.0,59.0,57.0,57.0,59.0,59.0,59.0,59.0,59.0,56.0,54.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,56.0,54.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0,47.0,47.0,47.0,47.0,52.0,52.0,52.0,52.0,52.0,52.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
sioux033,56.0,65.0,65.0,65.0,60.0,65.0,65.0,65.0,65.0,60.0,60.0,60.0,60.0,55.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,60.0,60.0,60.0,60.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,50.0,50.0,50.0,50.0,50.0,53.0,53.0,55.0,55.0,53.0,53.0,53.0,55.0,50.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,50.0,53.0,53.0,55.0,55.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,60.0,60.0,60.0,60.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,50.0,50.0,50.0,50.0,50.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,50.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
